published_date,count
2025-12-29,1
2025-12-30,2
2025-12-31,1
2026-01-01,1
2026-01-02,2
2026-01-03,0
2026-01-04,0
2026-01-05,1
2026-01-06,1
2026-01-07,1
2026-01-08,0
2026-01-09,1
2026-01-10,0
2026-01-11,0
2026-01-12,1
2026-01-13,1
2026-01-14,2
2026-01-15,2
2026-01-16,1
2026-01-17,0
2026-01-18,0
